ma_sv,nam_hoc,hoc_ky,nam,ma_mon,ten_mon,khoi_kien_thuc,so_tin_chi,profile,diem_cc,diem_bt,diem_gk,diem_ck,diem_tong,xep_loai,diem_gpa,lms_logins,so_lan_vang,ty_le_nop_bai,muc_tham_gia,gio_tu_hoc,ielts_score,dat_mon,dropout_risk,risk_level,dat_PLO1,dat_PLO2,dat_PLO3,dat_PLO4,dat_PLO5,dat_PLO6,dat_PLO7,dat_PLO8,dat_PLO9,dat_PLO10
SV0399,2023-2024,2,3,BEB13116,Tư duy thiết kế,1,3,excellent,10.0,9.23,9.64,8.83,9.27,A,4.0,49,0,0.954,9.83,22.6,3.7,1,0,Thấp,,1.0,,,,,,1.0,,
SV0399,2023-2024,1,3,BEB12002,Tin học ứng dụng,1,2,excellent,9.6,9.37,9.98,7.99,9.02,A,4.0,49,1,0.789,8.35,22.6,3.7,1,0,Thấp,1.0,,,,,,,,,
SV0399,2023-2024,1,3,BEB32123,Kinh tế chính trị Mác-Lênin,1,2,excellent,7.55,10.0,7.76,9.84,9.02,A,4.0,54,0,0.811,9.66,22.6,3.7,1,0,Thấp,,,,,,,1.0,,,
SV0399,2023-2024,2,3,BEB23122,Triết học Mác-Lênin,1,3,excellent,8.51,10.0,8.54,7.99,8.61,A,4.0,43,3,0.767,10.0,22.6,3.7,1,0,Thấp,,,,,,,,,,1.0
SV0400,2021-2022,2,1,BEB14133,Chuẩn bị kỹ năng IELTS L4,1,4,excellent,9.38,8.48,8.73,8.77,8.76,A,4.0,44,1,0.957,8.26,36.1,3.4,1,0,Thấp,,,,,,0.0,,,,
SV0400,2021-2022,1,1,DSB23015,Thách thức dữ liệu 1,2,3,excellent,10.0,9.81,9.5,8.84,9.35,A,4.0,64,2,0.971,8.23,36.1,3.4,1,0,Thấp,,,1.0,,,,1.0,1.0,,
SV0400,2021-2022,2,1,DSB310022,Thực tập nghề nghiệp,5,10,excellent,9.11,8.12,10.0,7.51,8.54,A,4.0,47,0,0.708,10.0,36.1,3.4,1,0,Thấp,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
SV0400,2021-2022,2,1,BEB32124,Chủ nghĩa xã hội khoa học,1,2,excellent,8.37,8.92,8.87,8.39,8.64,A,4.0,43,3,0.886,9.26,36.1,3.4,1,0,Thấp,,,,,,,,,,0.0
SV0401,2023-2024,2,3,CSB25020,Toán cho khoa học máy tính,2,5,below_avg,8.16,5.47,6.12,5.09,5.78,C,2.0,4,4,0.42,5.23,13.4,5.1,1,0,Trung bình,0.0,,1.0,,,,,,,
SV0401,2023-2024,1,3,BEB14130,Chuẩn bị kỹ năng IELTS L1,1,4,below_avg,7.18,6.44,6.74,2.49,5.03,D+,1.5,10,9,0.701,5.22,13.4,5.1,1,0,Cao,,,,,,0.0,,,,
SV0401,2023-2024,1,3,BEB22034,Tư tưởng Hồ Chí Minh,1,2,below_avg,5.93,2.68,3.87,4.37,4.04,D,1.0,14,4,0.934,4.75,13.4,5.1,1,0,Cao,,,,,,,,,,0.0
SV0401,2023-2024,1,3,CSB13055,Lập trình Java,2,3,below_avg,6.29,5.71,4.23,6.0,5.44,F,0.0,23,3,0.534,4.83,13.4,5.1,1,0,Trung bình,0.0,0.0,,,,,,,,
SV0402,2021-2022,1,1,BEB14130,Chuẩn bị kỹ năng IELTS L1,1,4,good,6.82,7.84,7.98,8.91,8.2,B+,3.5,46,1,0.992,7.19,16.7,4.6,1,0,Thấp,,,,,,1.0,,,,
SV0402,2021-2022,1,1,BEB15139,Tiếng Anh học thuật 3,1,5,good,7.25,8.83,5.27,8.48,7.46,B,3.0,42,2,0.733,7.59,16.7,4.6,1,0,Thấp,,,,,,1.0,,,,
SV0402,2021-2022,2,1,CSB13054,Nhập môn lập trình và máy tính,2,3,good,8.52,6.24,7.96,5.28,6.6,C+,2.5,36,0,0.974,7.9,16.7,4.6,1,0,Thấp,0.0,,1.0,,,,,,,
SV0402,2021-2022,1,1,BEB12013,Văn hóa và Giáo dục Anh,1,2,good,7.62,8.23,7.28,7.4,7.55,B,3.0,52,4,0.785,8.33,16.7,4.6,1,0,Trung bình,,,,,,1.0,,,,
SV0403,2022-2023,1,2,BEB14127,Tiếng Anh nền tảng 2,1,4,below_avg,5.74,4.06,5.09,4.45,4.69,D,1.0,14,5,0.545,5.93,13.3,1.6,1,0,Trung bình,,,,,,0.0,,,,
SV0403,2022-2023,2,2,BEB13004,Lập kế hoạch phát triển cá nhân,1,3,below_avg,5.03,5.87,4.03,3.42,4.25,D,1.0,15,4,0.535,4.79,13.3,1.6,1,0,Cao,,,,,,,,0.0,1.0,
SV0403,2022-2023,1,2,BEB14132,Chuẩn bị kỹ năng IELTS L3,1,4,below_avg,7.59,2.71,2.94,5.7,4.46,D,1.0,32,1,0.672,6.64,13.3,1.6,1,0,Cao,,,,,,0.0,,,,
SV0403,2022-2023,2,2,CSB35036,Thiết kế & phát triển ứng dụng di động,3,5,below_avg,7.9,4.79,5.18,3.64,4.75,D,1.0,28,6,0.809,6.44,13.3,1.6,1,0,Trung bình,,1.0,,,1.0,,,,,
SV0404,2023-2024,1,3,DSB43024,Đạo đức trong KHDL,3,3,average,7.58,5.46,5.84,5.89,5.96,C,2.0,36,1,0.602,6.5,10.0,3.3,1,0,Trung bình,,,,0.0,,,,,,1.0
SV0404,2023-2024,1,3,CSB22024,Thuật toán và cấu trúc dữ liệu,2,2,average,6.65,5.01,7.02,6.27,6.28,C,2.0,33,1,0.972,8.37,10.0,3.3,1,0,Thấp,0.0,,0.0,,,,,,,
SV0404,2023-2024,1,3,DSB45035,Ngôn ngữ tự nhiên,3,5,average,6.06,9.43,7.49,6.54,7.35,B,3.0,20,1,0.962,4.84,10.0,3.3,1,0,Thấp,1.0,,1.0,,,,,,,
SV0404,2023-2024,1,3,BEB14130,Chuẩn bị kỹ năng IELTS L1,1,4,average,7.16,6.66,5.47,7.3,6.61,C+,2.5,23,3,0.882,6.8,10.0,3.3,1,0,Thấp,,,,,,0.0,,,,
SV0405,2021-2022,1,1,BEB14130,Chuẩn bị kỹ năng IELTS L1,1,4,below_avg,4.95,6.83,5.85,2.99,4.81,D,1.0,16,5,0.456,4.19,6.6,2.9,1,0,Trung bình,,,,,,1.0,,,,
SV0405,2021-2022,2,1,DSB33020,Dự đoán ứng dụng,3,3,below_avg,7.31,6.42,3.92,5.05,5.21,D+,1.5,19,3,0.505,3.74,6.6,2.9,1,0,Trung bình,,,1.0,0.0,,,,,,
SV0405,2021-2022,2,1,BEB13116,Tư duy thiết kế,1,3,below_avg,5.51,4.22,6.07,5.96,5.6,C,2.0,11,4,0.541,4.23,6.6,2.9,1,0,Trung bình,,1.0,,,,,,1.0,,
SV0405,2021-2022,2,1,BEB14126,Tiếng Anh nền tảng 1,1,4,below_avg,5.35,4.88,3.01,2.03,3.23,F,0.0,27,3,0.87,6.97,6.6,2.9,0,0,Cao,,,,,,0.0,,,,
SV0406,2022-2023,2,2,BEB14131,Chuẩn bị kỹ năng IELTS L2,1,4,below_avg,5.73,3.63,4.29,5.35,4.72,D,1.0,17,4,0.322,5.09,11.8,2.4,1,0,Trung bình,,,,,,1.0,,,,
SV0406,2022-2023,1,2,BEB12013,Văn hóa và Giáo dục Anh,1,2,below_avg,7.1,4.12,4.45,7.1,5.71,C,2.0,17,4,0.638,3.21,11.8,2.4,1,0,Trung bình,,,,,,0.0,,,,
SV0406,2022-2023,1,2,DSB13001,Xác suất thống kê,2,3,below_avg,7.19,5.63,0.75,4.19,3.74,F,0.0,9,6,0.708,5.39,11.8,2.4,0,1,Cao,0.0,,0.0,0.0,,,,,,
SV0406,2022-2023,2,2,CSB35036,Thiết kế & phát triển ứng dụng di động,3,5,below_avg,8.17,5.32,5.41,3.95,5.08,D+,1.5,31,5,0.766,5.18,11.8,2.4,1,0,Trung bình,,0.0,,,1.0,,,,,
SV0407,2024-2025,1,4,DSB25031,Học máy và Học sâu,3,5,good,7.86,5.8,7.65,10.0,8.24,B+,3.5,39,2,1.0,8.36,15.7,3.0,1,0,Thấp,1.0,0.0,1.0,,,,,,,
SV0407,2024-2025,2,4,BEB12003,Kỹ năng giao tiếp,1,2,good,9.72,8.96,3.88,6.47,6.52,C+,2.5,41,0,0.295,6.77,15.7,3.0,1,0,Thấp,,,,,,,0.0,1.0,,
SV0407,2024-2025,2,4,DSB23018,Phân tích dữ liệu lớn,3,3,good,6.8,7.55,7.61,6.94,7.25,B,3.0,52,1,0.719,6.38,15.7,3.0,1,0,Thấp,,,1.0,1.0,1.0,,,,,
SV0407,2024-2025,1,4,DSB33021,Kỹ thuật mô hình hóa,3,3,good,8.72,7.61,9.59,7.97,8.46,F,0.0,36,2,0.966,7.1,15.7,3.0,1,0,Thấp,,0.0,1.0,,,,,,,
SV0408,2024-2025,2,4,CSB25020,Toán cho khoa học máy tính,2,5,excellent,10.0,9.94,8.82,9.51,9.44,F,0.0,55,0,0.714,8.19,26.3,4.7,1,0,Thấp,1.0,,1.0,,,,,,,
SV0408,2024-2025,1,4,DSB45028,Phân tích dữ liệu cho KHSS,3,5,excellent,7.9,8.86,8.02,8.61,8.41,F,0.0,50,2,0.847,9.02,26.3,4.7,1,0,Thấp,,,1.0,1.0,,,,,,
SV0408,2024-2025,2,4,CSB25022,Thiết kế & phát triển ứng dụng web,3,5,excellent,9.33,10.0,10.0,7.42,8.9,A,4.0,42,0,1.0,9.16,26.3,4.7,1,0,Thấp,1.0,1.0,,,1.0,,,,,
SV0408,2024-2025,1,4,BEB15139,Tiếng Anh học thuật 3,1,5,excellent,7.57,8.11,5.86,8.63,7.59,B,3.0,37,2,1.0,8.94,26.3,4.7,1,0,Thấp,,,,,,1.0,,,,
SV0409,2021-2022,2,1,DSB33019,Thách thức dữ liệu 3,3,3,at_risk,2.69,6.22,3.67,4.04,4.23,D,1.0,6,5,0.764,2.38,17.4,5.4,1,0,Cao,,,1.0,,,,0.0,,0.0,
SV0409,2021-2022,2,1,DBB33003,Ra quyết định dựa trên dữ liệu,3,3,at_risk,4.06,3.32,2.36,3.97,3.37,F,0.0,14,7,0.465,5.61,17.4,5.4,0,1,Cao,,,1.0,1.0,,,,,0.0,
SV0409,2021-2022,2,1,CSB13054,Nhập môn lập trình và máy tính,2,3,at_risk,4.69,4.82,4.28,3.04,3.93,F,0.0,14,8,0.866,3.75,17.4,5.4,0,1,Cao,1.0,,0.0,,,,,,,
SV0409,2021-2022,2,1,CSB35036,Thiết kế & phát triển ứng dụng di động,3,5,at_risk,1.86,3.46,4.81,3.72,3.81,F,0.0,12,8,0.715,4.93,17.4,5.4,0,1,Cao,,1.0,,,0.0,,,,,
SV0410,2023-2024,2,3,BEB13004,Lập kế hoạch phát triển cá nhân,1,3,good,7.96,7.43,7.74,6.12,7.05,B,3.0,46,0,0.747,8.39,17.6,4.6,1,0,Thấp,,,,,,,,0.0,1.0,
SV0410,2023-2024,2,3,BEB14128,Tiếng Anh học thuật nâng cao,1,4,good,8.12,5.52,8.84,7.87,7.72,B,3.0,45,3,1.0,7.7,17.6,4.6,1,0,Thấp,,,,,,1.0,,,,
SV0410,2023-2024,2,3,BEB12003,Kỹ năng giao tiếp,1,2,good,8.45,7.09,5.3,7.76,6.96,F,0.0,53,2,0.69,8.6,17.6,4.6,1,0,Thấp,,,,,,,1.0,0.0,,
SV0410,2023-2024,2,3,DSB13002,Tiếng Anh trong CNTT,1,3,good,9.22,6.37,9.34,8.88,8.55,A,4.0,40,2,1.0,8.5,17.6,4.6,1,0,Thấp,0.0,,,,,0.0,,,,
SV0411,2023-2024,2,3,BEB42125,Lịch sử Đảng CSVN,1,2,average,5.3,6.99,5.0,6.93,6.2,C,2.0,37,2,0.705,7.74,10.3,3.2,1,0,Thấp,,,,,,,,,,1.0
SV0411,2023-2024,1,3,BEB15139,Tiếng Anh học thuật 3,1,5,average,7.18,7.96,6.1,5.46,6.32,C,2.0,21,2,0.966,7.59,10.3,3.2,1,0,Thấp,,,,,,1.0,,,,
SV0411,2023-2024,1,3,BEB12002,Tin học ứng dụng,1,2,average,8.46,5.94,5.06,4.63,5.41,F,0.0,25,1,0.851,6.64,10.3,3.2,1,0,Trung bình,0.0,,,,,,,,,
SV0411,2023-2024,1,3,DSB13001,Xác suất thống kê,2,3,average,9.07,4.64,5.84,8.6,7.02,B,3.0,28,6,0.968,7.51,10.3,3.2,1,0,Trung bình,0.0,,1.0,0.0,,,,,,
SV0412,2022-2023,1,2,DSB13001,Xác suất thống kê,2,3,good,5.41,6.04,6.77,9.29,7.5,B,3.0,41,0,0.813,6.3,14.7,4.5,1,0,Thấp,1.0,,1.0,0.0,,,,,,
SV0412,2022-2023,1,2,BEB22034,Tư tưởng Hồ Chí Minh,1,2,good,8.21,7.39,6.9,6.49,6.96,F,0.0,39,2,1.0,8.45,14.7,4.5,1,0,Thấp,,,,,,,,,,1.0
SV0412,2022-2023,2,2,CSB35038,Quản lý dự án phần mềm,3,5,good,9.19,8.07,6.45,7.72,7.56,B,3.0,46,1,0.922,6.64,14.7,4.5,1,0,Thấp,,,,,,,1.0,,,1.0
SV0412,2022-2023,2,2,DSB25030,Đại số tuyến tính cho KHDL,2,5,good,8.69,7.94,7.97,6.65,7.51,B,3.0,51,1,0.672,6.41,14.7,4.5,1,0,Thấp,1.0,,0.0,,,,,,,
SV0413,2024-2025,1,4,DSB410026,Đồ án tốt nghiệp,5,10,average,6.51,8.32,5.01,5.95,6.2,C,2.0,25,3,1.0,4.66,24.1,5.9,1,0,Thấp,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
SV0413,2024-2025,2,4,BEB14131,Chuẩn bị kỹ năng IELTS L2,1,4,average,6.69,7.08,5.92,7.71,6.95,F,0.0,39,1,0.974,5.21,24.1,5.9,1,0,Thấp,,,,,,1.0,,,,
SV0413,2024-2025,2,4,BEB32124,Chủ nghĩa xã hội khoa học,1,2,average,7.79,5.2,6.94,5.59,6.14,C,2.0,25,4,0.725,5.31,24.1,5.9,1,0,Trung bình,,,,,,,,,,0.0
SV0413,2024-2025,1,4,BEB14127,Tiếng Anh nền tảng 2,1,4,average,7.13,4.46,7.03,5.71,6.0,C,2.0,18,0,0.686,5.34,24.1,5.9,1,0,Trung bình,,,,,,1.0,,,,
SV0414,2023-2024,1,3,BEB32123,Kinh tế chính trị Mác-Lênin,1,2,excellent,9.58,8.27,8.43,9.33,8.87,A,4.0,44,0,0.636,9.04,21.1,5.9,1,0,Thấp,,,,,,,0.0,,,
SV0414,2023-2024,1,3,DSB25031,Học máy và Học sâu,3,5,excellent,8.42,9.78,7.25,7.97,8.16,B+,3.5,61,1,0.731,9.03,21.1,5.9,1,0,Thấp,1.0,1.0,1.0,,,,,,,
SV0414,2023-2024,2,3,CSB35038,Quản lý dự án phần mềm,3,5,excellent,9.87,9.18,8.83,7.51,8.47,F,0.0,58,1,0.953,8.08,21.1,5.9,1,0,Thấp,,,,,,,1.0,,,1.0
SV0414,2023-2024,1,3,DSB43024,Đạo đức trong KHDL,3,3,excellent,8.68,8.47,6.99,8.45,8.04,B+,3.5,56,0,0.791,7.05,21.1,5.9,1,0,Thấp,,,,0.0,,,,,,1.0
SV0415,2021-2022,1,1,BEB13009,Khởi sự kinh doanh,1,3,average,6.92,6.06,2.28,4.71,4.47,D,1.0,34,4,0.659,6.12,18.0,5.3,1,0,Cao,,,,0.0,,,,1.0,,
SV0415,2021-2022,2,1,DSB25030,Đại số tuyến tính cho KHDL,2,5,average,6.53,8.82,4.68,4.43,5.6,C,2.0,26,1,0.495,7.0,18.0,5.3,1,0,Trung bình,0.0,,0.0,,,,,,,
SV0415,2021-2022,2,1,BEB13116,Tư duy thiết kế,1,3,average,7.07,3.43,4.18,5.74,4.94,F,0.0,23,2,0.761,6.13,18.0,5.3,1,0,Trung bình,,1.0,,,,,,0.0,,
SV0415,2021-2022,1,1,DSB23015,Thách thức dữ liệu 1,2,3,average,9.05,8.04,6.72,4.33,6.26,C,2.0,32,3,0.854,5.63,18.0,5.3,1,0,Thấp,,,1.0,,,,0.0,1.0,,
SV0416,2022-2023,2,2,BEB32124,Chủ nghĩa xã hội khoa học,1,2,below_avg,7.0,5.05,4.28,6.16,5.46,F,0.0,25,3,0.618,5.84,13.6,4.8,1,0,Trung bình,,,,,,,,,,1.0
SV0416,2022-2023,2,2,DSB33020,Dự đoán ứng dụng,3,3,below_avg,4.89,5.44,2.49,2.38,3.28,F,0.0,17,5,0.631,6.58,13.6,4.8,0,0,Cao,,,0.0,0.0,,,,,,
SV0416,2022-2023,1,2,BEB12002,Tin học ứng dụng,1,2,below_avg,4.43,4.54,5.65,5.4,5.21,D+,1.5,22,5,0.741,5.08,13.6,4.8,1,0,Trung bình,0.0,,,,,,,,,
SV0416,2022-2023,1,2,DSB410026,Đồ án tốt nghiệp,5,10,below_avg,5.13,4.91,4.22,5.45,4.94,F,0.0,11,4,0.271,5.59,13.6,4.8,1,0,Trung bình,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
SV0417,2024-2025,2,4,BEB32124,Chủ nghĩa xã hội khoa học,1,2,at_risk,4.18,2.4,4.03,4.55,3.93,F,0.0,18,8,0.711,3.56,8.8,4.7,0,1,Cao,,,,,,,,,,0.0
SV0417,2024-2025,1,4,DSB33021,Kỹ thuật mô hình hóa,3,3,at_risk,6.54,2.48,3.89,1.14,2.77,F,0.0,22,8,0.752,3.39,8.8,4.7,0,1,Cao,,0.0,1.0,,,,,,,
SV0417,2024-2025,1,4,BEB11003,Kỹ năng giao tiếp LT,1,1,at_risk,5.16,2.3,4.87,5.44,4.62,D,1.0,8,7,0.586,2.39,8.8,4.7,1,0,Cao,,,,,,,1.0,,,
SV0417,2024-2025,2,4,DSB13002,Tiếng Anh trong CNTT,1,3,at_risk,7.14,3.34,2.49,2.46,3.11,F,0.0,18,5,0.588,5.96,8.8,4.7,0,0,Cao,0.0,,,,,0.0,,,,
SV0418,2024-2025,1,4,DSB45035,Ngôn ngữ tự nhiên,3,5,below_avg,6.43,5.12,4.82,4.78,5.02,D+,1.5,22,6,0.621,4.82,14.4,5.2,1,0,Trung bình,0.0,,0.0,,,,,,,
SV0418,2024-2025,1,4,BEB12002,Tin học ứng dụng,1,2,below_avg,6.31,4.15,5.94,5.02,5.25,D+,1.5,29,4,0.425,6.14,14.4,5.2,1,0,Trung bình,1.0,,,,,,,,,
SV0418,2024-2025,2,4,BEB13004,Lập kế hoạch phát triển cá nhân,1,3,below_avg,5.76,5.84,5.59,2.99,4.62,D,1.0,31,4,0.805,3.67,14.4,5.2,1,0,Trung bình,,,,,,,,0.0,0.0,
SV0418,2024-2025,2,4,BEB12010,Văn hóa toàn cầu,1,2,below_avg,3.63,5.79,2.49,4.15,3.93,F,0.0,28,4,0.414,5.8,14.4,5.2,0,0,Cao,,,,,,1.0,,,,0.0
SV0419,2023-2024,1,3,CSB35037,Nhập môn trí tuệ nhân tạo,3,5,below_avg,7.05,6.05,4.62,3.93,4.87,D,1.0,19,6,0.402,3.8,12.7,5.2,1,0,Trung bình,0.0,0.0,1.0,,,,,,,
SV0419,2023-2024,2,3,DSB25030,Đại số tuyến tính cho KHDL,2,5,below_avg,5.76,4.81,6.52,4.4,5.25,D+,1.5,17,4,0.474,4.33,12.7,5.2,1,0,Trung bình,1.0,,1.0,,,,,,,
SV0419,2023-2024,2,3,BEB14128,Tiếng Anh học thuật nâng cao,1,4,below_avg,6.85,4.59,5.98,2.6,4.43,D,1.0,31,6,0.885,6.01,12.7,5.2,1,0,Cao,,,,,,1.0,,,,
SV0419,2023-2024,1,3,CSB22024,Thuật toán và cấu trúc dữ liệu,2,2,below_avg,7.55,4.25,4.33,4.42,4.67,D,1.0,30,3,0.406,5.24,12.7,5.2,1,0,Trung bình,1.0,,0.0,,,,,,,
SV0420,2023-2024,1,3,BEB12013,Văn hóa và Giáo dục Anh,1,2,average,8.13,8.55,7.0,5.0,6.62,C+,2.5,20,2,0.956,6.64,21.0,4.8,1,0,Thấp,,,,,,0.0,,,,
SV0420,2023-2024,2,3,BEB23122,Triết học Mác-Lênin,1,3,average,7.52,5.81,4.64,7.62,6.35,C,2.0,29,0,0.853,5.2,21.0,4.8,1,0,Thấp,,,,,,,,,,0.0
SV0420,2023-2024,2,3,DSB23018,Phân tích dữ liệu lớn,3,3,average,7.01,5.11,5.41,5.31,5.47,F,0.0,24,1,0.478,5.31,21.0,4.8,1,0,Trung bình,,,1.0,1.0,1.0,,,,,
SV0420,2023-2024,1,3,DSB15029,Thách thức dữ liệu: khai phá,3,5,average,9.26,7.01,6.54,7.09,7.13,B,3.0,33,3,0.846,5.18,21.0,4.8,1,0,Thấp,,,1.0,,,,,1.0,,
SV0421,2024-2025,1,4,DSB35032,Thách thức dữ liệu: Hệ đề nghị,3,5,good,8.59,8.01,8.55,7.11,7.87,B,3.0,24,1,0.817,5.45,11.9,5.5,1,0,Thấp,,1.0,0.0,,,,,,,
SV0421,2024-2025,1,4,CSB25018,Phân tích HT & thiết kế CSDL,2,5,good,8.78,7.2,9.55,7.19,8.06,B+,3.5,45,1,0.607,7.3,11.9,5.5,1,0,Thấp,,1.0,,0.0,1.0,,,,,
SV0421,2024-2025,2,4,DSB23018,Phân tích dữ liệu lớn,3,3,good,6.25,8.27,7.7,8.51,8.0,F,0.0,39,0,0.93,7.49,11.9,5.5,1,0,Thấp,,,1.0,1.0,1.0,,,,,
SV0421,2024-2025,1,4,CSB35040,Kiểm thử phần mềm,3,5,good,8.5,6.78,6.43,7.38,7.09,B,3.0,34,1,1.0,8.54,11.9,5.5,1,0,Thấp,,0.0,,,0.0,,,,,
SV0422,2021-2022,2,1,DSB13002,Tiếng Anh trong CNTT,1,3,at_risk,4.66,2.82,4.13,1.79,2.98,F,0.0,14,6,0.577,4.84,12.7,6.1,0,1,Cao,0.0,,,,,1.0,,,,
SV0422,2021-2022,2,1,BEB14133,Chuẩn bị kỹ năng IELTS L4,1,4,at_risk,5.65,1.81,2.49,2.48,2.67,F,0.0,16,8,0.63,3.47,12.7,6.1,0,1,Cao,,,,,,1.0,,,,
SV0422,2021-2022,1,1,CSB25018,Phân tích HT & thiết kế CSDL,2,5,at_risk,6.79,2.66,4.0,2.87,3.56,F,0.0,14,7,0.708,4.88,12.7,6.1,0,1,Cao,,0.0,,1.0,0.0,,,,,
SV0422,2021-2022,1,1,DSB45028,Phân tích dữ liệu cho KHSS,3,5,at_risk,8.39,2.31,4.56,3.4,4.03,D,1.0,9,8,0.473,3.93,12.7,6.1,1,0,Cao,,,1.0,0.0,,,,,,
SV0423,2023-2024,2,3,BEB42125,Lịch sử Đảng CSVN,1,2,at_risk,3.84,3.28,1.21,3.67,2.87,F,0.0,16,6,0.765,2.78,16.1,5.0,0,1,Cao,,,,,,,,,,0.0
SV0423,2023-2024,1,3,CSB35040,Kiểm thử phần mềm,3,5,at_risk,5.14,5.41,2.47,3.35,3.68,F,0.0,16,8,0.641,4.26,16.1,5.0,0,1,Cao,,0.0,,,0.0,,,,,
SV0423,2023-2024,2,3,DSB23016,Đại số tuyến tính,2,3,at_risk,4.87,3.21,5.12,2.24,3.56,F,0.0,12,6,0.928,5.81,16.1,5.0,0,1,Cao,1.0,,1.0,,,,,,,
SV0423,2023-2024,1,3,BEB12002,Tin học ứng dụng,1,2,at_risk,5.01,3.08,3.64,2.95,3.39,F,0.0,0,8,0.544,3.81,16.1,5.0,0,1,Cao,0.0,,,,,,,,,
SV0424,2023-2024,1,3,CSB25018,Phân tích HT & thiết kế CSDL,2,5,below_avg,3.62,7.52,5.13,7.12,6.25,C,2.0,13,3,0.905,5.36,17.7,5.6,1,0,Thấp,,0.0,,0.0,0.0,,,,,
SV0424,2023-2024,1,3,BEB13009,Khởi sự kinh doanh,1,3,below_avg,4.22,5.34,3.26,2.85,3.61,F,0.0,16,5,0.848,5.98,17.7,5.6,0,0,Cao,,,,1.0,,,,0.0,,
SV0424,2023-2024,1,3,DSB15029,Thách thức dữ liệu: khai phá,3,5,below_avg,6.44,8.01,3.21,4.0,4.81,D,1.0,17,6,0.403,5.76,17.7,5.6,1,0,Trung bình,,,0.0,,,,,0.0,,
SV0424,2023-2024,2,3,BEB13116,Tư duy thiết kế,1,3,below_avg,6.67,5.98,5.75,6.35,6.13,C,2.0,19,5,0.74,4.04,17.7,5.6,1,0,Trung bình,,1.0,,,,,,1.0,,
SV0425,2022-2023,2,2,CSB45051,Thực tiễn tốt nhất phát triển PM,3,5,average,6.7,7.44,6.88,6.05,6.64,C+,2.5,20,1,0.963,4.92,20.9,3.2,1,0,Thấp,,0.0,,,,,,,,0.0
SV0425,2022-2023,1,2,DSB45028,Phân tích dữ liệu cho KHSS,3,5,average,7.55,7.09,4.73,4.73,5.48,F,0.0,36,2,0.726,6.34,20.9,3.2,1,0,Trung bình,,,0.0,1.0,,,,,,
SV0425,2022-2023,2,2,BEB14128,Tiếng Anh học thuật nâng cao,1,4,average,7.47,5.25,7.36,6.85,6.74,C+,2.5,23,2,1.0,7.55,20.9,3.2,1,0,Thấp,,,,,,1.0,,,,
SV0425,2022-2023,2,2,BEB23122,Triết học Mác-Lênin,1,3,average,6.56,8.51,5.92,6.54,6.75,C+,2.5,39,1,0.724,5.98,20.9,3.2,1,0,Thấp,,,,,,,,,,0.0
SV0426,2024-2025,1,4,CSB13055,Lập trình Java,2,3,average,9.16,6.25,5.68,7.87,7.02,B,3.0,41,2,0.699,7.52,14.8,5.5,1,0,Thấp,0.0,1.0,,,,,,,,
SV0426,2024-2025,1,4,BEB15139,Tiếng Anh học thuật 3,1,5,average,6.8,6.32,4.73,6.47,5.95,C,2.0,32,2,0.855,6.63,14.8,5.5,1,0,Trung bình,,,,,,1.0,,,,
SV0426,2024-2025,1,4,DSB15029,Thách thức dữ liệu: khai phá,3,5,average,5.25,4.44,6.55,8.43,6.75,C+,2.5,21,3,0.665,5.48,14.8,5.5,1,0,Thấp,,,1.0,,,,,0.0,,
SV0426,2024-2025,2,4,BEB13116,Tư duy thiết kế,1,3,average,5.43,4.61,3.74,6.77,5.29,D+,1.5,34,3,0.414,7.21,14.8,5.5,1,0,Trung bình,,1.0,,,,,,1.0,,
SV0427,2023-2024,1,3,CSB13055,Lập trình Java,2,3,excellent,7.88,9.68,7.5,9.63,8.83,A,4.0,78,0,1.0,9.29,26.0,6.5,1,0,Thấp,1.0,0.0,,,,,,,,
SV0427,2023-2024,2,3,DSB45027,Internet kết nối vạn vật,3,5,excellent,10.0,9.39,7.82,8.56,8.65,A,4.0,58,0,0.902,10.0,26.0,6.5,1,0,Thấp,,,1.0,,1.0,,,,,
SV0427,2023-2024,2,3,DBB33003,Ra quyết định dựa trên dữ liệu,3,3,excellent,9.11,8.2,9.79,7.05,8.31,B+,3.5,36,0,0.829,7.45,26.0,6.5,1,0,Thấp,,,1.0,1.0,,,,,0.0,
SV0427,2023-2024,2,3,CSB13054,Nhập môn lập trình và máy tính,2,3,excellent,9.22,10.0,9.73,10.0,9.84,A+,4.0,45,0,0.943,9.21,26.0,6.5,1,0,Thấp,1.0,,0.0,,,,,,,
SV0428,2021-2022,2,1,BEB12003,Kỹ năng giao tiếp,1,2,below_avg,4.75,4.09,4.51,3.91,4.21,D,1.0,13,3,0.844,4.5,19.7,4.2,1,0,Cao,,,,,,,0.0,1.0,,
SV0428,2021-2022,2,1,DBB33003,Ra quyết định dựa trên dữ liệu,3,3,below_avg,7.63,5.2,4.27,3.98,4.67,D,1.0,26,0,0.426,4.88,19.7,4.2,1,0,Trung bình,,,1.0,1.0,,,,,0.0,
