ma_sv,ma_mon,ten_mon,clo_id,clo_desc,plo,level,bloom,diem_clo,dat_clo,exam_type
SV0343,DSB25031,Học máy và Học sâu,CLO3,"Thiết kế và huấn luyện mạng nơ-ron nhân tạo (ANN, CNN, RNN).",PLO3,M,Thiết kế,4.73,0,final
SV0343,DSB25031,Học máy và Học sâu,CLO4,"Đánh giá và cải thiện hiệu suất mô hình (overfitting, regula",PLO3,M,Đánh giá,3.81,0,final
SV0343,DSB25031,Học máy và Học sâu,CLO5,"Ứng dụng deep learning vào bài toán thực tế (NLP, Computer V",PLO2,M,Ứng dụng,4.37,0,midterm
SV0344,DSB23018,Phân tích dữ liệu lớn,CLO1,"Mô tả và phân biệt các đặc điểm của dữ liệu lớn (Volume, Vel",PLO3,I,Mô tả,8.22,1,assignment
SV0344,DSB23018,Phân tích dữ liệu lớn,CLO2,Sử dụng công cụ Hadoop/Spark để xử lý dữ liệu phân tán.,PLO3,R,Sử dụng,7.54,1,assignment
SV0344,DSB23018,Phân tích dữ liệu lớn,CLO3,Phân tích và trực quan hóa dữ liệu lớn bằng Python.,PLO4,R,Phân tích,5.72,1,assignment
SV0344,DSB23018,Phân tích dữ liệu lớn,CLO4,Thiết kế pipeline xử lý dữ liệu cho bài toán thực tế.,PLO5,M,Thiết kế,4.48,0,final
SV0344,CSB25017,Lập trình hướng đối tượng,CLO1,"Hiểu và giải thích các khái niệm OOP cơ bản (class, object, ",PLO1,R,Giải thích,6.79,1,final
SV0344,CSB25017,Lập trình hướng đối tượng,CLO2,Thiết kế và cài đặt chương trình theo mô hình OOP.,PLO2,R,Thiết kế,5.5,0,midterm
SV0344,CSB25017,Lập trình hướng đối tượng,CLO3,"Ứng dụng kế thừa, đa hình, đóng gói vào bài toán thực tế.",PLO1,M,Ứng dụng,5.7,1,final
SV0344,CSB25017,Lập trình hướng đối tượng,CLO4,Phân tích và debug lỗi trong chương trình hướng đối tượng.,PLO2,M,Phân tích,6.48,1,assignment
SV0344,CSB25017,Lập trình hướng đối tượng,CLO5,Sử dụng design patterns cơ bản trong phát triển phần mềm.,PLO2,M,Vận dụng,5.62,1,final
SV0344,DSB25031,Học máy và Học sâu,CLO1,Hiểu và giải thích các thuật toán học máy cơ bản.,PLO1,R,Giải thích,6.63,1,midterm
SV0344,DSB25031,Học máy và Học sâu,CLO2,Xây dựng mô hình dự đoán và phân loại bằng scikit-learn.,PLO3,R,Xây dựng,3.93,0,assignment
SV0344,DSB25031,Học máy và Học sâu,CLO3,"Thiết kế và huấn luyện mạng nơ-ron nhân tạo (ANN, CNN, RNN).",PLO3,M,Thiết kế,9.16,1,assignment
SV0344,DSB25031,Học máy và Học sâu,CLO4,"Đánh giá và cải thiện hiệu suất mô hình (overfitting, regula",PLO3,M,Đánh giá,7.08,1,midterm
SV0344,DSB25031,Học máy và Học sâu,CLO5,"Ứng dụng deep learning vào bài toán thực tế (NLP, Computer V",PLO2,M,Ứng dụng,5.45,0,final
SV0345,BEB23122,Triết học Mác-Lênin,CLO1,"Phân tích các khái niệm, phạm trù triết học qua các thời kỳ.",PLO10,R,Phân tích,5.94,1,final
SV0345,BEB23122,Triết học Mác-Lênin,CLO2,Giải thích bản chất thế giới dựa trên quan điểm triết học Má,PLO10,R,Giải thích,4.35,0,midterm
SV0345,BEB23122,Triết học Mác-Lênin,CLO3,Vận dụng tư duy biện chứng để giải quyết vấn đề thực tiễn.,PLO9,I,Vận dụng,6.55,1,final
SV0345,BEB23122,Triết học Mác-Lênin,CLO4,Đánh giá vấn đề chính trị-xã hội qua học thuyết kinh tế-xã h,PLO10,R,Đánh giá,5.48,0,assignment
SV0345,BEB23122,Triết học Mác-Lênin,CLO5,"Ứng dụng triết học chính trị vào nghiên cứu đạo đức, nhân si",PLO10,R,Ứng dụng,5.33,0,midterm
SV0345,BEB23122,Triết học Mác-Lênin,CLO6,Phát triển tư duy phản biện và lập luận logic trong nghiên c,PLO9,I,Sáng tạo,3.92,0,midterm
SV0345,DSB23018,Phân tích dữ liệu lớn,CLO1,"Mô tả và phân biệt các đặc điểm của dữ liệu lớn (Volume, Vel",PLO3,I,Mô tả,5.77,1,midterm
SV0345,DSB23018,Phân tích dữ liệu lớn,CLO2,Sử dụng công cụ Hadoop/Spark để xử lý dữ liệu phân tán.,PLO3,R,Sử dụng,5.27,0,final
SV0345,DSB23018,Phân tích dữ liệu lớn,CLO3,Phân tích và trực quan hóa dữ liệu lớn bằng Python.,PLO4,R,Phân tích,6.36,1,assignment
SV0345,DSB23018,Phân tích dữ liệu lớn,CLO4,Thiết kế pipeline xử lý dữ liệu cho bài toán thực tế.,PLO5,M,Thiết kế,4.52,0,assignment
SV0345,CSB25017,Lập trình hướng đối tượng,CLO1,"Hiểu và giải thích các khái niệm OOP cơ bản (class, object, ",PLO1,R,Giải thích,6.6,1,assignment
SV0345,CSB25017,Lập trình hướng đối tượng,CLO2,Thiết kế và cài đặt chương trình theo mô hình OOP.,PLO2,R,Thiết kế,5.92,1,midterm
SV0345,CSB25017,Lập trình hướng đối tượng,CLO3,"Ứng dụng kế thừa, đa hình, đóng gói vào bài toán thực tế.",PLO1,M,Ứng dụng,3.82,0,final
SV0345,CSB25017,Lập trình hướng đối tượng,CLO4,Phân tích và debug lỗi trong chương trình hướng đối tượng.,PLO2,M,Phân tích,4.38,0,assignment
SV0345,CSB25017,Lập trình hướng đối tượng,CLO5,Sử dụng design patterns cơ bản trong phát triển phần mềm.,PLO2,M,Vận dụng,7.21,1,midterm
SV0346,DBB33003,Ra quyết định dựa trên dữ liệu,CLO1,Phân tích dữ liệu để hỗ trợ ra quyết định kinh doanh.,PLO3,R,Phân tích,7.3,1,assignment
SV0346,DBB33003,Ra quyết định dựa trên dữ liệu,CLO2,Xây dựng và diễn giải dashboard quản trị dữ liệu.,PLO4,R,Xây dựng,6.8,1,final
SV0346,DBB33003,Ra quyết định dựa trên dữ liệu,CLO3,Ứng dụng thống kê suy diễn trong phân tích kinh doanh.,PLO4,M,Ứng dụng,6.7,1,final
SV0346,DBB33003,Ra quyết định dựa trên dữ liệu,CLO4,Lập luận và bảo vệ quyết định dựa trên bằng chứng dữ liệu.,PLO9,M,Đánh giá,8.77,1,final
SV0346,CSB35037,Nhập môn trí tuệ nhân tạo,CLO1,"Hiểu lịch sử, xu hướng và ứng dụng của trí tuệ nhân tạo.",PLO1,I,Nhận biết,8.76,1,assignment
SV0346,CSB35037,Nhập môn trí tuệ nhân tạo,CLO2,"Áp dụng thuật toán tìm kiếm (BFS, DFS, A*) để giải bài toán.",PLO3,R,Áp dụng,7.74,1,final
SV0346,CSB35037,Nhập môn trí tuệ nhân tạo,CLO3,Xây dựng hệ thống suy diễn logic và biểu diễn tri thức.,PLO3,R,Xây dựng,7.35,1,assignment
SV0346,CSB35037,Nhập môn trí tuệ nhân tạo,CLO4,Thiết kế và cài đặt mô hình học máy cơ bản.,PLO1,M,Thiết kế,6.95,1,final
SV0346,CSB35037,Nhập môn trí tuệ nhân tạo,CLO5,Đánh giá hiệu quả các phương pháp AI trong ứng dụng thực tế.,PLO2,M,Đánh giá,6.71,1,final
SV0346,DSB25031,Học máy và Học sâu,CLO1,Hiểu và giải thích các thuật toán học máy cơ bản.,PLO1,R,Giải thích,7.67,1,assignment
SV0346,DSB25031,Học máy và Học sâu,CLO2,Xây dựng mô hình dự đoán và phân loại bằng scikit-learn.,PLO3,R,Xây dựng,10.0,1,assignment
SV0346,DSB25031,Học máy và Học sâu,CLO3,"Thiết kế và huấn luyện mạng nơ-ron nhân tạo (ANN, CNN, RNN).",PLO3,M,Thiết kế,8.46,1,final
SV0346,DSB25031,Học máy và Học sâu,CLO4,"Đánh giá và cải thiện hiệu suất mô hình (overfitting, regula",PLO3,M,Đánh giá,6.72,1,final
SV0346,DSB25031,Học máy và Học sâu,CLO5,"Ứng dụng deep learning vào bài toán thực tế (NLP, Computer V",PLO2,M,Ứng dụng,8.24,1,assignment
SV0347,CSB25017,Lập trình hướng đối tượng,CLO1,"Hiểu và giải thích các khái niệm OOP cơ bản (class, object, ",PLO1,R,Giải thích,4.91,0,assignment
SV0347,CSB25017,Lập trình hướng đối tượng,CLO2,Thiết kế và cài đặt chương trình theo mô hình OOP.,PLO2,R,Thiết kế,4.68,0,final
SV0347,CSB25017,Lập trình hướng đối tượng,CLO3,"Ứng dụng kế thừa, đa hình, đóng gói vào bài toán thực tế.",PLO1,M,Ứng dụng,3.76,0,final
SV0347,CSB25017,Lập trình hướng đối tượng,CLO4,Phân tích và debug lỗi trong chương trình hướng đối tượng.,PLO2,M,Phân tích,4.13,0,midterm
SV0347,CSB25017,Lập trình hướng đối tượng,CLO5,Sử dụng design patterns cơ bản trong phát triển phần mềm.,PLO2,M,Vận dụng,3.42,0,assignment
SV0347,CSB35037,Nhập môn trí tuệ nhân tạo,CLO1,"Hiểu lịch sử, xu hướng và ứng dụng của trí tuệ nhân tạo.",PLO1,I,Nhận biết,5.83,1,assignment
SV0347,CSB35037,Nhập môn trí tuệ nhân tạo,CLO2,"Áp dụng thuật toán tìm kiếm (BFS, DFS, A*) để giải bài toán.",PLO3,R,Áp dụng,6.03,1,final
SV0347,CSB35037,Nhập môn trí tuệ nhân tạo,CLO3,Xây dựng hệ thống suy diễn logic và biểu diễn tri thức.,PLO3,R,Xây dựng,5.13,0,assignment
SV0347,CSB35037,Nhập môn trí tuệ nhân tạo,CLO4,Thiết kế và cài đặt mô hình học máy cơ bản.,PLO1,M,Thiết kế,4.22,0,final
SV0347,CSB35037,Nhập môn trí tuệ nhân tạo,CLO5,Đánh giá hiệu quả các phương pháp AI trong ứng dụng thực tế.,PLO2,M,Đánh giá,2.99,0,assignment
SV0347,BEB23122,Triết học Mác-Lênin,CLO1,"Phân tích các khái niệm, phạm trù triết học qua các thời kỳ.",PLO10,R,Phân tích,5.35,0,midterm
SV0347,BEB23122,Triết học Mác-Lênin,CLO2,Giải thích bản chất thế giới dựa trên quan điểm triết học Má,PLO10,R,Giải thích,5.81,1,assignment
SV0347,BEB23122,Triết học Mác-Lênin,CLO3,Vận dụng tư duy biện chứng để giải quyết vấn đề thực tiễn.,PLO9,I,Vận dụng,6.88,1,final
SV0347,BEB23122,Triết học Mác-Lênin,CLO4,Đánh giá vấn đề chính trị-xã hội qua học thuyết kinh tế-xã h,PLO10,R,Đánh giá,3.99,0,final
SV0347,BEB23122,Triết học Mác-Lênin,CLO5,"Ứng dụng triết học chính trị vào nghiên cứu đạo đức, nhân si",PLO10,R,Ứng dụng,4.32,0,assignment
SV0347,BEB23122,Triết học Mác-Lênin,CLO6,Phát triển tư duy phản biện và lập luận logic trong nghiên c,PLO9,I,Sáng tạo,5.53,1,assignment
SV0348,DSB25031,Học máy và Học sâu,CLO1,Hiểu và giải thích các thuật toán học máy cơ bản.,PLO1,R,Giải thích,6.93,1,final
SV0348,DSB25031,Học máy và Học sâu,CLO2,Xây dựng mô hình dự đoán và phân loại bằng scikit-learn.,PLO3,R,Xây dựng,6.41,1,assignment
SV0348,DSB25031,Học máy và Học sâu,CLO3,"Thiết kế và huấn luyện mạng nơ-ron nhân tạo (ANN, CNN, RNN).",PLO3,M,Thiết kế,1.68,0,final
SV0348,DSB25031,Học máy và Học sâu,CLO4,"Đánh giá và cải thiện hiệu suất mô hình (overfitting, regula",PLO3,M,Đánh giá,4.82,0,final
SV0348,DSB25031,Học máy và Học sâu,CLO5,"Ứng dụng deep learning vào bài toán thực tế (NLP, Computer V",PLO2,M,Ứng dụng,5.28,0,assignment
SV0348,DSB23018,Phân tích dữ liệu lớn,CLO1,"Mô tả và phân biệt các đặc điểm của dữ liệu lớn (Volume, Vel",PLO3,I,Mô tả,5.8,1,assignment
SV0348,DSB23018,Phân tích dữ liệu lớn,CLO2,Sử dụng công cụ Hadoop/Spark để xử lý dữ liệu phân tán.,PLO3,R,Sử dụng,4.7,0,assignment
SV0348,DSB23018,Phân tích dữ liệu lớn,CLO3,Phân tích và trực quan hóa dữ liệu lớn bằng Python.,PLO4,R,Phân tích,4.48,0,final
SV0348,DSB23018,Phân tích dữ liệu lớn,CLO4,Thiết kế pipeline xử lý dữ liệu cho bài toán thực tế.,PLO5,M,Thiết kế,6.53,1,midterm
SV0348,CSB35037,Nhập môn trí tuệ nhân tạo,CLO1,"Hiểu lịch sử, xu hướng và ứng dụng của trí tuệ nhân tạo.",PLO1,I,Nhận biết,4.52,0,midterm
SV0348,CSB35037,Nhập môn trí tuệ nhân tạo,CLO2,"Áp dụng thuật toán tìm kiếm (BFS, DFS, A*) để giải bài toán.",PLO3,R,Áp dụng,6.67,1,midterm
SV0348,CSB35037,Nhập môn trí tuệ nhân tạo,CLO3,Xây dựng hệ thống suy diễn logic và biểu diễn tri thức.,PLO3,R,Xây dựng,5.49,0,midterm
SV0348,CSB35037,Nhập môn trí tuệ nhân tạo,CLO4,Thiết kế và cài đặt mô hình học máy cơ bản.,PLO1,M,Thiết kế,6.51,1,assignment
SV0348,CSB35037,Nhập môn trí tuệ nhân tạo,CLO5,Đánh giá hiệu quả các phương pháp AI trong ứng dụng thực tế.,PLO2,M,Đánh giá,5.69,1,assignment
SV0349,DSB25031,Học máy và Học sâu,CLO1,Hiểu và giải thích các thuật toán học máy cơ bản.,PLO1,R,Giải thích,3.57,0,assignment
SV0349,DSB25031,Học máy và Học sâu,CLO2,Xây dựng mô hình dự đoán và phân loại bằng scikit-learn.,PLO3,R,Xây dựng,3.53,0,final
SV0349,DSB25031,Học máy và Học sâu,CLO3,"Thiết kế và huấn luyện mạng nơ-ron nhân tạo (ANN, CNN, RNN).",PLO3,M,Thiết kế,3.12,0,final
SV0349,DSB25031,Học máy và Học sâu,CLO4,"Đánh giá và cải thiện hiệu suất mô hình (overfitting, regula",PLO3,M,Đánh giá,3.17,0,midterm
SV0349,DSB25031,Học máy và Học sâu,CLO5,"Ứng dụng deep learning vào bài toán thực tế (NLP, Computer V",PLO2,M,Ứng dụng,3.63,0,final
SV0349,BEB23122,Triết học Mác-Lênin,CLO1,"Phân tích các khái niệm, phạm trù triết học qua các thời kỳ.",PLO10,R,Phân tích,3.77,0,assignment
SV0349,BEB23122,Triết học Mác-Lênin,CLO2,Giải thích bản chất thế giới dựa trên quan điểm triết học Má,PLO10,R,Giải thích,1.77,0,assignment
SV0349,BEB23122,Triết học Mác-Lênin,CLO3,Vận dụng tư duy biện chứng để giải quyết vấn đề thực tiễn.,PLO9,I,Vận dụng,4.6,0,final
SV0349,BEB23122,Triết học Mác-Lênin,CLO4,Đánh giá vấn đề chính trị-xã hội qua học thuyết kinh tế-xã h,PLO10,R,Đánh giá,3.5,0,assignment
SV0349,BEB23122,Triết học Mác-Lênin,CLO5,"Ứng dụng triết học chính trị vào nghiên cứu đạo đức, nhân si",PLO10,R,Ứng dụng,4.31,0,assignment
SV0349,BEB23122,Triết học Mác-Lênin,CLO6,Phát triển tư duy phản biện và lập luận logic trong nghiên c,PLO9,I,Sáng tạo,1.6,0,final
SV0349,CSB25017,Lập trình hướng đối tượng,CLO1,"Hiểu và giải thích các khái niệm OOP cơ bản (class, object, ",PLO1,R,Giải thích,4.19,0,final
SV0349,CSB25017,Lập trình hướng đối tượng,CLO2,Thiết kế và cài đặt chương trình theo mô hình OOP.,PLO2,R,Thiết kế,3.21,0,assignment
SV0349,CSB25017,Lập trình hướng đối tượng,CLO3,"Ứng dụng kế thừa, đa hình, đóng gói vào bài toán thực tế.",PLO1,M,Ứng dụng,0.89,0,assignment
SV0349,CSB25017,Lập trình hướng đối tượng,CLO4,Phân tích và debug lỗi trong chương trình hướng đối tượng.,PLO2,M,Phân tích,3.65,0,final
SV0349,CSB25017,Lập trình hướng đối tượng,CLO5,Sử dụng design patterns cơ bản trong phát triển phần mềm.,PLO2,M,Vận dụng,2.57,0,assignment
SV0350,DBB33003,Ra quyết định dựa trên dữ liệu,CLO1,Phân tích dữ liệu để hỗ trợ ra quyết định kinh doanh.,PLO3,R,Phân tích,7.1,1,midterm
SV0350,DBB33003,Ra quyết định dựa trên dữ liệu,CLO2,Xây dựng và diễn giải dashboard quản trị dữ liệu.,PLO4,R,Xây dựng,6.78,1,assignment
SV0350,DBB33003,Ra quyết định dựa trên dữ liệu,CLO3,Ứng dụng thống kê suy diễn trong phân tích kinh doanh.,PLO4,M,Ứng dụng,6.4,1,midterm
SV0350,DBB33003,Ra quyết định dựa trên dữ liệu,CLO4,Lập luận và bảo vệ quyết định dựa trên bằng chứng dữ liệu.,PLO9,M,Đánh giá,6.68,1,midterm
SV0350,DSB23018,Phân tích dữ liệu lớn,CLO1,"Mô tả và phân biệt các đặc điểm của dữ liệu lớn (Volume, Vel",PLO3,I,Mô tả,5.67,1,final
SV0350,DSB23018,Phân tích dữ liệu lớn,CLO2,Sử dụng công cụ Hadoop/Spark để xử lý dữ liệu phân tán.,PLO3,R,Sử dụng,7.15,1,assignment
SV0350,DSB23018,Phân tích dữ liệu lớn,CLO3,Phân tích và trực quan hóa dữ liệu lớn bằng Python.,PLO4,R,Phân tích,6.3,1,assignment
SV0350,DSB23018,Phân tích dữ liệu lớn,CLO4,Thiết kế pipeline xử lý dữ liệu cho bài toán thực tế.,PLO5,M,Thiết kế,4.56,0,final
SV0350,CSB25017,Lập trình hướng đối tượng,CLO1,"Hiểu và giải thích các khái niệm OOP cơ bản (class, object, ",PLO1,R,Giải thích,6.11,1,final
SV0350,CSB25017,Lập trình hướng đối tượng,CLO2,Thiết kế và cài đặt chương trình theo mô hình OOP.,PLO2,R,Thiết kế,5.99,1,final
SV0350,CSB25017,Lập trình hướng đối tượng,CLO3,"Ứng dụng kế thừa, đa hình, đóng gói vào bài toán thực tế.",PLO1,M,Ứng dụng,5.93,1,final
SV0350,CSB25017,Lập trình hướng đối tượng,CLO4,Phân tích và debug lỗi trong chương trình hướng đối tượng.,PLO2,M,Phân tích,6.12,1,midterm
SV0350,CSB25017,Lập trình hướng đối tượng,CLO5,Sử dụng design patterns cơ bản trong phát triển phần mềm.,PLO2,M,Vận dụng,5.24,0,final
SV0351,CSB35037,Nhập môn trí tuệ nhân tạo,CLO1,"Hiểu lịch sử, xu hướng và ứng dụng của trí tuệ nhân tạo.",PLO1,I,Nhận biết,9.19,1,final
SV0351,CSB35037,Nhập môn trí tuệ nhân tạo,CLO2,"Áp dụng thuật toán tìm kiếm (BFS, DFS, A*) để giải bài toán.",PLO3,R,Áp dụng,7.28,1,midterm
SV0351,CSB35037,Nhập môn trí tuệ nhân tạo,CLO3,Xây dựng hệ thống suy diễn logic và biểu diễn tri thức.,PLO3,R,Xây dựng,6.22,1,final
SV0351,CSB35037,Nhập môn trí tuệ nhân tạo,CLO4,Thiết kế và cài đặt mô hình học máy cơ bản.,PLO1,M,Thiết kế,6.52,1,assignment
SV0351,CSB35037,Nhập môn trí tuệ nhân tạo,CLO5,Đánh giá hiệu quả các phương pháp AI trong ứng dụng thực tế.,PLO2,M,Đánh giá,7.33,1,final
SV0351,DSB25031,Học máy và Học sâu,CLO1,Hiểu và giải thích các thuật toán học máy cơ bản.,PLO1,R,Giải thích,5.94,1,midterm
SV0351,DSB25031,Học máy và Học sâu,CLO2,Xây dựng mô hình dự đoán và phân loại bằng scikit-learn.,PLO3,R,Xây dựng,6.61,1,midterm
SV0351,DSB25031,Học máy và Học sâu,CLO3,"Thiết kế và huấn luyện mạng nơ-ron nhân tạo (ANN, CNN, RNN).",PLO3,M,Thiết kế,7.53,1,midterm
SV0351,DSB25031,Học máy và Học sâu,CLO4,"Đánh giá và cải thiện hiệu suất mô hình (overfitting, regula",PLO3,M,Đánh giá,7.18,1,midterm
SV0351,DSB25031,Học máy và Học sâu,CLO5,"Ứng dụng deep learning vào bài toán thực tế (NLP, Computer V",PLO2,M,Ứng dụng,6.08,1,midterm
SV0351,CSB25017,Lập trình hướng đối tượng,CLO1,"Hiểu và giải thích các khái niệm OOP cơ bản (class, object, ",PLO1,R,Giải thích,8.38,1,final
SV0351,CSB25017,Lập trình hướng đối tượng,CLO2,Thiết kế và cài đặt chương trình theo mô hình OOP.,PLO2,R,Thiết kế,8.14,1,midterm
SV0351,CSB25017,Lập trình hướng đối tượng,CLO3,"Ứng dụng kế thừa, đa hình, đóng gói vào bài toán thực tế.",PLO1,M,Ứng dụng,6.91,1,assignment
SV0351,CSB25017,Lập trình hướng đối tượng,CLO4,Phân tích và debug lỗi trong chương trình hướng đối tượng.,PLO2,M,Phân tích,6.61,1,assignment
SV0351,CSB25017,Lập trình hướng đối tượng,CLO5,Sử dụng design patterns cơ bản trong phát triển phần mềm.,PLO2,M,Vận dụng,8.43,1,midterm
SV0352,DBB33003,Ra quyết định dựa trên dữ liệu,CLO1,Phân tích dữ liệu để hỗ trợ ra quyết định kinh doanh.,PLO3,R,Phân tích,5.72,1,midterm
SV0352,DBB33003,Ra quyết định dựa trên dữ liệu,CLO2,Xây dựng và diễn giải dashboard quản trị dữ liệu.,PLO4,R,Xây dựng,6.56,1,assignment
SV0352,DBB33003,Ra quyết định dựa trên dữ liệu,CLO3,Ứng dụng thống kê suy diễn trong phân tích kinh doanh.,PLO4,M,Ứng dụng,5.12,0,final
SV0352,DBB33003,Ra quyết định dựa trên dữ liệu,CLO4,Lập luận và bảo vệ quyết định dựa trên bằng chứng dữ liệu.,PLO9,M,Đánh giá,5.74,1,assignment
SV0352,BEB23122,Triết học Mác-Lênin,CLO1,"Phân tích các khái niệm, phạm trù triết học qua các thời kỳ.",PLO10,R,Phân tích,6.44,1,midterm
SV0352,BEB23122,Triết học Mác-Lênin,CLO2,Giải thích bản chất thế giới dựa trên quan điểm triết học Má,PLO10,R,Giải thích,5.58,1,final
SV0352,BEB23122,Triết học Mác-Lênin,CLO3,Vận dụng tư duy biện chứng để giải quyết vấn đề thực tiễn.,PLO9,I,Vận dụng,5.78,1,midterm
SV0352,BEB23122,Triết học Mác-Lênin,CLO4,Đánh giá vấn đề chính trị-xã hội qua học thuyết kinh tế-xã h,PLO10,R,Đánh giá,6.23,1,assignment
SV0352,BEB23122,Triết học Mác-Lênin,CLO5,"Ứng dụng triết học chính trị vào nghiên cứu đạo đức, nhân si",PLO10,R,Ứng dụng,5.83,1,final
SV0352,BEB23122,Triết học Mác-Lênin,CLO6,Phát triển tư duy phản biện và lập luận logic trong nghiên c,PLO9,I,Sáng tạo,8.25,1,assignment
SV0352,DSB23018,Phân tích dữ liệu lớn,CLO1,"Mô tả và phân biệt các đặc điểm của dữ liệu lớn (Volume, Vel",PLO3,I,Mô tả,4.05,0,midterm
SV0352,DSB23018,Phân tích dữ liệu lớn,CLO2,Sử dụng công cụ Hadoop/Spark để xử lý dữ liệu phân tán.,PLO3,R,Sử dụng,4.84,0,assignment
SV0352,DSB23018,Phân tích dữ liệu lớn,CLO3,Phân tích và trực quan hóa dữ liệu lớn bằng Python.,PLO4,R,Phân tích,4.39,0,assignment
SV0352,DSB23018,Phân tích dữ liệu lớn,CLO4,Thiết kế pipeline xử lý dữ liệu cho bài toán thực tế.,PLO5,M,Thiết kế,3.52,0,midterm
SV0353,CSB35037,Nhập môn trí tuệ nhân tạo,CLO1,"Hiểu lịch sử, xu hướng và ứng dụng của trí tuệ nhân tạo.",PLO1,I,Nhận biết,8.07,1,assignment
SV0353,CSB35037,Nhập môn trí tuệ nhân tạo,CLO2,"Áp dụng thuật toán tìm kiếm (BFS, DFS, A*) để giải bài toán.",PLO3,R,Áp dụng,8.08,1,final
SV0353,CSB35037,Nhập môn trí tuệ nhân tạo,CLO3,Xây dựng hệ thống suy diễn logic và biểu diễn tri thức.,PLO3,R,Xây dựng,7.95,1,final
SV0353,CSB35037,Nhập môn trí tuệ nhân tạo,CLO4,Thiết kế và cài đặt mô hình học máy cơ bản.,PLO1,M,Thiết kế,6.07,1,final
SV0353,CSB35037,Nhập môn trí tuệ nhân tạo,CLO5,Đánh giá hiệu quả các phương pháp AI trong ứng dụng thực tế.,PLO2,M,Đánh giá,9.91,1,final
SV0353,BEB23122,Triết học Mác-Lênin,CLO1,"Phân tích các khái niệm, phạm trù triết học qua các thời kỳ.",PLO10,R,Phân tích,9.67,1,final
SV0353,BEB23122,Triết học Mác-Lênin,CLO2,Giải thích bản chất thế giới dựa trên quan điểm triết học Má,PLO10,R,Giải thích,8.1,1,assignment
SV0353,BEB23122,Triết học Mác-Lênin,CLO3,Vận dụng tư duy biện chứng để giải quyết vấn đề thực tiễn.,PLO9,I,Vận dụng,9.83,1,midterm
SV0353,BEB23122,Triết học Mác-Lênin,CLO4,Đánh giá vấn đề chính trị-xã hội qua học thuyết kinh tế-xã h,PLO10,R,Đánh giá,8.3,1,midterm
SV0353,BEB23122,Triết học Mác-Lênin,CLO5,"Ứng dụng triết học chính trị vào nghiên cứu đạo đức, nhân si",PLO10,R,Ứng dụng,7.28,1,assignment
SV0353,BEB23122,Triết học Mác-Lênin,CLO6,Phát triển tư duy phản biện và lập luận logic trong nghiên c,PLO9,I,Sáng tạo,8.2,1,assignment
SV0353,CSB25017,Lập trình hướng đối tượng,CLO1,"Hiểu và giải thích các khái niệm OOP cơ bản (class, object, ",PLO1,R,Giải thích,8.21,1,final
SV0353,CSB25017,Lập trình hướng đối tượng,CLO2,Thiết kế và cài đặt chương trình theo mô hình OOP.,PLO2,R,Thiết kế,7.82,1,assignment
SV0353,CSB25017,Lập trình hướng đối tượng,CLO3,"Ứng dụng kế thừa, đa hình, đóng gói vào bài toán thực tế.",PLO1,M,Ứng dụng,7.36,1,midterm
SV0353,CSB25017,Lập trình hướng đối tượng,CLO4,Phân tích và debug lỗi trong chương trình hướng đối tượng.,PLO2,M,Phân tích,7.19,1,final
SV0353,CSB25017,Lập trình hướng đối tượng,CLO5,Sử dụng design patterns cơ bản trong phát triển phần mềm.,PLO2,M,Vận dụng,8.57,1,final
SV0354,CSB35037,Nhập môn trí tuệ nhân tạo,CLO1,"Hiểu lịch sử, xu hướng và ứng dụng của trí tuệ nhân tạo.",PLO1,I,Nhận biết,8.38,1,final
SV0354,CSB35037,Nhập môn trí tuệ nhân tạo,CLO2,"Áp dụng thuật toán tìm kiếm (BFS, DFS, A*) để giải bài toán.",PLO3,R,Áp dụng,9.53,1,final
SV0354,CSB35037,Nhập môn trí tuệ nhân tạo,CLO3,Xây dựng hệ thống suy diễn logic và biểu diễn tri thức.,PLO3,R,Xây dựng,9.02,1,final
SV0354,CSB35037,Nhập môn trí tuệ nhân tạo,CLO4,Thiết kế và cài đặt mô hình học máy cơ bản.,PLO1,M,Thiết kế,9.92,1,final
SV0354,CSB35037,Nhập môn trí tuệ nhân tạo,CLO5,Đánh giá hiệu quả các phương pháp AI trong ứng dụng thực tế.,PLO2,M,Đánh giá,8.95,1,final
SV0354,DSB25031,Học máy và Học sâu,CLO1,Hiểu và giải thích các thuật toán học máy cơ bản.,PLO1,R,Giải thích,7.43,1,assignment
SV0354,DSB25031,Học máy và Học sâu,CLO2,Xây dựng mô hình dự đoán và phân loại bằng scikit-learn.,PLO3,R,Xây dựng,7.75,1,assignment
SV0354,DSB25031,Học máy và Học sâu,CLO3,"Thiết kế và huấn luyện mạng nơ-ron nhân tạo (ANN, CNN, RNN).",PLO3,M,Thiết kế,7.47,1,final
SV0354,DSB25031,Học máy và Học sâu,CLO4,"Đánh giá và cải thiện hiệu suất mô hình (overfitting, regula",PLO3,M,Đánh giá,7.62,1,midterm
SV0354,DSB25031,Học máy và Học sâu,CLO5,"Ứng dụng deep learning vào bài toán thực tế (NLP, Computer V",PLO2,M,Ứng dụng,6.4,1,assignment
SV0354,BEB23122,Triết học Mác-Lênin,CLO1,"Phân tích các khái niệm, phạm trù triết học qua các thời kỳ.",PLO10,R,Phân tích,7.21,1,midterm
